,client_id,Recency2,Frequency2,Monetary2
0,00008fb32c1c30a8ae8356b5591935e0,20.615384615384617,17,11648.999999999996
1,00097e5a83bb53c0d0fc6dcc2b4939ab,19.285714285714285,8,2890.999999999998
2,000b598bb8fa552507ee02a4d4096682,13.5,2,2089.0
3,000f0fb0885f4f2a0366cfdab3bce390,10.0,2,2666.0
4,0015058eb02e138d630ed579ccb38bc4,15.0,1,2159.0000000000005
5,001ade57055e272b4dfd41b701710e35,1.0,3,4207.0
6,001db1eb0f1f8d2eddc350ee6b5f9ddc,24.0,1,265.0
7,0025266d85302d590f78356fc756cb33,27.0,2,2073.0
8,0025e578789f9f29a97b4f33c4edaa78,17.0,2,1394.0
9,0035493aea0f02271c7204e02af85d6c,15.727272727272727,22,5193.999999999997
10,0035909efd9059c924837aa65a73f87c,17.0,11,16259.999999999987
11,0036108a19275d89a0bbba144e39eada,27.0,2,3329.999999999999
12,00394c180574d1719172676517e087ea,19.5,2,5593.999999999999
13,003aa9d9fc68df348bb36f4183fd25db,13.666666666666666,3,2458.0
14,003fd0982c547375c04e9075ade25ea9,18.333333333333332,3,3707.9999999999986
15,0045ff43b5ed76d70f2ec5a4aefd3c94,4.0,1,208.0
16,0049ec94684ed5a338738e3c8072c0ec,12.666666666666666,3,4182.999999999997
17,00509f91c593c34741b0bc200cb1e734,21.0,2,2290.9999999999995
18,0051a0fb6eef83b7ccf057b03ef0fffa,9.0,1,1045.0
19,0055740086d2bb5e92b294765886c598,17.0,1,4656.0
20,005d8c4b703d1ec3e467a55fb5093e4a,12.75,5,9094.999999999987
21,006227a1c881350964cdfce292807a54,5.0,1,595.0
22,0062590ec5cca5fc92d2a4254bc4feaa,10.0,2,1577.0000000000002
23,00672e9ed1643c66bd8e916d4a964d2d,22.0,5,4685.999999999998
24,00698aea5b915a68244728781d831e4c,27.0,1,538.0
25,006b83739e32337be0a7258238813e8d,9.75,6,12038.999999999995
26,006d7d214b73b00e64a83f8147e8c1af,10.0,1,1004.0
27,006f9c768d5710605f468c3efb37f7c1,17.5,2,466.0
28,007237f45687169015800678e0e146db,4.0,1,1276.0000000000002
29,0076d5ce0d002162b725217d9c950c5d,25.0,1,858.0
30,0080367d1572f54e17444ce2eb8263e1,11.0,3,3029.0000000000005
31,0080de77607ec3a65e18f4bd5bf9c55e,20.6,6,2523.000000000001
32,00875669f6f0d2aaaa75a1b3f324618b,19.0,1,49.0
33,008f114260f64a877e1481facda037e0,9.4,6,20450.00000000001
34,0094003dec93609ccd0909ce07fc96c6,22.666666666666668,3,2562.0
35,0095bfd9c3ea5f509a40b06fdd7217ae,25.5,3,5954.999999999998
36,009ab8148630220ae3a26dd86b89a2ca,25.5,2,879.0000000000002
37,009d8d95689557f60edf09dc67e5b490,27.0,2,3132.0
38,009f3126936875d007202aa2cb474cf3,21.333333333333332,3,8193.999999999995
39,00a1d2c9c2e19abe2ab08e1a9dfbbd0c,16.77777777777778,11,5528.999999999998
40,00a5da0a21e5006a438aa6949794ab81,22.0,1,3070.999999999999
41,00a9b96ebe4561c5812016d688118591,2.0,1,1404.0
42,00a9e93b3559e8efb5b7cb45d4b1beaa,22.333333333333332,3,1845.0000000000002
43,00ab4a218b0fb8fbb0bfe07a67b03e38,25.0,1,2061.0
44,00ad0f13156684a0b18a15a7eafede66,11.5,3,803.0
45,00b3f7fbbccc30bf4deefcb552e83696,17.4,11,10825.999999999996
46,00b7aa3002fccb3ed6afb19d74d67f40,15.9,15,12081.999999999993
47,00c0021b07265d1c658e6675b6031f5d,15.0,1,2608.0
48,00c2b1d47ba17bf2753b627a255654e0,29.0,1,2488.0
49,00c52b4835ef83f8af242747a39554c1,31.0,1,445.0
50,00cb2d287c9055eb5766c21f144bd681,23.0,1,342.00000000000006
51,00cc6aaf43cee7d13b1f7ac75f19b9fd,23.0,1,1069.0
52,00d69ece52280cfefa842b3651992151,16.857142857142858,7,5492.999999999999
53,00e3c7ebd7db1c0ac1d24344e31355bb,16.142857142857142,7,35581.00000000006
54,00e42f511e3c450a8f3accea2007c54b,19.5,2,7226.999999999999
55,00e4edcb55575fb8d4074650754854ce,11.5,2,579.0
56,00e5e38b8db3cb439ac3707aa7aeed95,16.5,4,3180.9999999999986
57,00e6f14db2ad47ffa1084f27dddd1af6,21.0,1,2402.0
58,00e7469cbfd286267003d12e136821de,16.5,2,2724.0000000000005
59,00ed549c5de54a1d419986554fc44511,1.0,1,282.00000000000006
60,00ee0c4c8ae4f6ed7ad3a0e52c9086bc,4.0,1,257.0
61,00eed474c14f9b22aec058bc39e5c6f3,16.0,1,2666.9999999999995
62,00f5274d206efa87cadf68f8b99238cd,15.75,4,10992.999999999993
63,00f8817b8a9e47c148f2c097f92df1c3,13.0,1,224.0
64,00f9287c4decdf0f9182dd15d30bb71d,14.0,2,1125.0
65,00ff79b174aeedd629f99c23fc13dc5d,4.0,1,598.0
66,0101a525b25400bc972e06655d65fc0d,18.5,2,251.0
67,010222f02a056a054c9ee6be06b2154f,18.666666666666668,3,781.0000000000001
68,010bfb6072995d7dafdc5e814aeab1d0,29.0,2,1568.0
69,010d23a3f8e4071dfe829d9684d40b6e,14.0,2,6387.999999999998
70,010d93957412b6e6240b1bbb7844b2ae,10.0,1,283.0
71,0110371e62e5060f62e80adb61f2847b,17.2,5,22701.000000000025
72,0113fd43a5f75aaf81c27f89b26c68d1,16.647058823529413,25,10375.999999999995
73,01190776bec41cdf11d12c0517c40f91,15.5,2,8066.999999999997
74,011985e773ed28af623a306581150b9c,14.5,2,3172.0
75,011ab0219b8e39a243fc3fdf40aa2623,14.5,2,1479.0000000000002
76,011ff858d6824c1c292361420f6cd012,8.0,1,1000.0
77,01223e751f579865086607837d84ca17,17.5,2,3085.9999999999995
78,0124870dcc0743b75843dc58a3f73660,30.0,2,6940.999999999996
79,0126698bf0852a3c3912153008ad3284,14.5,2,8393.999999999995
80,012b682b4ead97e70fa4997834fd11bf,12.333333333333334,3,4041.999999999999
81,012d4ac655574bf4a121a29080e04b9d,18.0,1,3901.9999999999995
82,012e53a217af04b3fabbdc607a075f79,11.6,5,23225.000000000015
83,012e54be30f2e628f8836b8e48e0835b,20.0,1,1481.0
84,013cb4ac6e134e39f9f5794750677b73,9.333333333333334,3,3458.9999999999995
85,0144ed4a0612e2fd83bbcc9d92da472b,14.944444444444445,26,8288.999999999989
86,0145dd347c12fea121c5ae7eb9c99ee8,18.5,2,1352.0
87,01487d39325bcec1a7f79e6c8eddf383,16.0,1,2772.9999999999986
88,0148cd60d16150c24baf8da5c05d95eb,17.5,2,1194.0
89,014961c24b58dab2aef1db8508825570,19.0,1,4035.999999999999
90,014ae63ca75a85be364c4b9b3db0ca74,4.0,2,633.0
91,014ebfe80db23a18e451e58bca0c5b32,26.0,2,1125.0
92,014fa265f375c4aff5d779757c918ed8,4.0,1,139.0
93,01519b6ad7f5c633cf74bda2ec843c63,16.0,9,26317.00000000003
94,0152ff9cd34bc8b7f741e5f37da95c07,12.0,1,465.00000000000006
95,0153dae24ab1c7a295ae0ce8be5ce963,16.0,6,4163.999999999999
96,0155cd3c31a79022e444086432a21ac7,19.0,1,3361.0
97,0156115001fcf9635709ac7bc231b497,1.0,2,1841.0000000000002
98,01573ddf1fe1a45983533a2d697306e6,10.0,1,12054.999999999998
99,01646d09a26f6c84c8bbce5c5f334423,21.0,3,761.0000000000001
100,0165859dcd2da31156079cf44d5edea0,26.0,1,118.0
101,0165bc4c305d8968f11af483468c22c9,25.0,1,2861.0
102,016a1989be598df92fc2d29bfe25a75a,12.333333333333334,6,3445.9999999999977
103,016b19e8ce0afa4d53c9ef471f5a75d2,26.5,2,6251.999999999998
104,0174e5e24df681795f5ad90f2a09d44e,30.0,1,1957.0
105,01789354a9205ac0e120df806b507ec8,19.5,2,5070.999999999995
106,0178db443736087490cdbe40a5bacafc,20.0,3,5794.999999999999
107,017a8d16ad048f04fcc1d83f40d7015f,1.0,2,379.0
108,017aafc7a6e7acfa9b80797fd0039f0d,14.0,2,6201.0
109,017f4f014046a606a76cda392cf152f3,12.5,6,1679.0000000000002
110,01854dbc9cdb1eabce8ab39b2fed3335,27.0,3,6714.999999999999
111,018d88dd20da3ba94ff4383ab61eb7ba,21.0,4,1672.0
112,01927a19bb9f3aa1a494663bac5e6ecf,17.0,2,1297.0
113,01952307c2407aea9fa2975f4f688654,18.0,3,3534.9999999999977
114,0196ccbfa2998a06d53613ce100da1cf,21.75,4,6705.999999999997
115,019ad8bb492ff141c8bbc84c113c82b6,17.0,2,2002.0
116,01a8610dd1478cb1ca4b4e30c7cd2bc1,4.0,1,742.0000000000001
117,01a8a7b3d696fc1e082a0088ab8892fa,17.6,6,7278.999999999994
118,01a92730f6583058b297cc7cb813c430,22.5,4,2936.0
119,01a96980ac4f5fb155c50bf30271a4bc,29.0,1,1005.9999999999999
120,01a98205c7d28361cbd5b69179f20f36,29.0,1,3885.9999999999995
121,01aa77d4e2ebb256c1d8d8d4bc07b769,12.0,1,1074.0
122,01ac66a120989d15f9a384074b52a1a0,16.0,2,6976.999999999993
123,01b070df4e608a3e0ad1a18c4747d175,12.0,1,2128.0000000000005
124,01b5d46b2f5ce2f039594b6dc574afa2,2.0,1,801.0
125,01b69012e7f17cd91be43d8fdae9df66,15.4,5,4879.0
126,01b7e8449fb03991c1861409504776cd,18.5,4,2147.0000000000005
127,01beb851653937909a399ac720c6603e,16.5625,20,3832.999999999999
128,01c09d01f09e016f2595148376f35d04,15.0,1,493.0
129,01c7d7a44d95151a78b1fc8e43423fe8,11.0,1,429.0
130,01c90c48765afe078f9c1f510ad18e7f,20.0,2,5247.999999999996
131,01cd0fc7d1bf8d8137572a4600616ae6,21.0,2,868.0
132,01cd4d043fc091a95990538ec3674bd7,6.5,2,5178.999999999999
133,01d2ab4eefcee9d7a9bb3cbb4fc517d3,9.0,1,1064.0
134,01d905d0ae77b545ab5f9b1f43761727,16.0,11,15565.999999999995
135,01dcce57dbc17da93aeaecdd3f25702b,13.0,4,14772.999999999993
136,01dcd7c1da02192ba4bacd3950e80e41,10.5,4,4117.0
137,01dd2187cf9ce229d70966c88a3dd0df,16.555555555555557,11,1955.0
138,01de443e3c33df9d44a1326ccd07f996,10.0,2,4727.0
139,01e00c9dff1fbcf65b630f9b7ea2631e,16.0,2,3266.999999999999
140,01e80cd442ab030e0a9ddee38e3946a7,14.0,2,2310.9999999999995
141,01eafd232fd66041c5c98e7add2f1f94,19.75,4,6242.999999999994
142,01ed4e8b2ef49e3d8e08bdb3bb8bada8,14.666666666666666,11,7547.9999999999945
143,01ef06a76935ce7d3d66bf6b71d04d25,25.0,1,702.0
