,client_id,Recency11,Frequency11,Monetary11
0,0002b716f087267d868325afad2989ce,15.0,1,1911.0
1,00053df5878f08fff64bb6d19d857bdb,3.0,1,587.0
2,00097e5a83bb53c0d0fc6dcc2b4939ab,14.666666666666666,4,2500.9999999999995
3,000b598bb8fa552507ee02a4d4096682,24.0,2,2447.0
4,000f248294e5bfcb4b04a6101faa7592,26.0,1,898.9999999999999
5,00125fe3b05ba65e08e6727837059786,18.5,3,315.0
6,001ade57055e272b4dfd41b701710e35,4.0,1,15699.999999999998
7,001ff3e3c3fe8ac01c5e8af8129e93fb,29.0,3,360.0
8,0025266d85302d590f78356fc756cb33,3.0,1,2586.9999999999995
9,0025e578789f9f29a97b4f33c4edaa78,20.428571428571427,7,3889.999999999998
10,0029d4ff6ff040451dbb1abe57c87643,4.0,2,3712.0
11,0035493aea0f02271c7204e02af85d6c,17.4,16,2640.0
12,0035909efd9059c924837aa65a73f87c,15.8,9,8524.999999999996
13,0036108a19275d89a0bbba144e39eada,14.0,2,6491.0
14,00394c180574d1719172676517e087ea,22.0,2,3333.0
15,0039fc365af3c7e6d62df95bcaa5ba0e,17.0,1,910.0
16,003bdf063fd140c2f4b0270ee72e908a,10.0,2,34716.00000000005
17,003fd0982c547375c04e9075ade25ea9,16.5,4,6178.999999999999
18,004765e3a80f8b1d0cd3f45a851e2783,12.0,2,622.0
19,0049e2f5412ce63135b8b12735419423,22.0,1,399.0
20,0049ec94684ed5a338738e3c8072c0ec,16.0,1,2569.9999999999995
21,004e2d7541d6fb5fb861ec467216f637,3.0,1,1326.0
22,00519e10e482f70d94d2395f3459b952,25.0,1,791.9999999999999
23,0055740086d2bb5e92b294765886c598,11.5,7,3295.0000000000005
24,0056a3cd8270027ca08eb6139aa52dbb,8.0,1,64.0
25,005740df41b6f960037de9bd45f184c6,30.0,1,481.0
26,005aed5784c2930d012762fa1e4c5733,17.666666666666668,3,1500.0000000000002
27,005d8c4b703d1ec3e467a55fb5093e4a,17.0,2,1559.0
28,005e34417f2e3a183788b7e658f42105,14.0,7,14669.999999999989
29,00608eddd0da408d5825d5f685d9b17c,15.75,4,2981.999999999999
30,0062590ec5cca5fc92d2a4254bc4feaa,23.5,2,4963.0
31,0064cf2a5f8e8921a36dfd26eabd926b,10.0,2,1634.0
32,00684fe20d75919269f13ee60ee56961,16.0,1,2239.0
33,006f9c768d5710605f468c3efb37f7c1,3.0,1,1791.0000000000002
